id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50121209,7931003,10/24/2012,"Chicago, IL",within an hour,100%,68%,t,South Loop/Printers Row,79,228,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89814,-87.62062,Entire rental unit,Entire home/apt,2,1 bath,1,$160.00 ,32,365,32,32,365,365,32,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,72,72,0,0,
51961917,2821318,11/15/2011,,within an hour,100%,100%,t,,3,3,"['email', 'phone']",t,t,Lake View,41.94702,-87.65285,Entire rental unit,Entire home/apt,10,1 bath,6,$307.00 ,2,1125,2,3,1125,1125,2.6,1125,t,29,59,89,359,72,13,0,4/18/2016,10/10/2023,4.72,4.79,4.44,4.86,4.82,4.94,4.61,t,1,1,0,0,0.77
50825751,654206534,1/13/2020,"Chicago, IL",within a few hours,100%,72%,f,South Chicago,14,14,"['email', 'phone']",t,t,South Chicago,41.7426,-87.54632,Private room in rental unit,Private room,2,1 bath,1,$20.00 ,32,1125,32,32,1125,1125,32,1125,t,8,38,67,67,18,1,0,7/7/2020,2/25/2023,4.61,4.89,4.89,4.72,4.61,4.28,4.56,f,14,1,13,0,0.43
6.0153E+17,1082498362,10/10/2023,,a few days or more,32%,0%,f,The Castro,6,6,"['email', 'phone']",t,t,Near North Side,41.89658632,-87.62997827,Entire rental unit,Entire home/apt,16,6 baths,12,$575.00 ,1,14,2,3,14,14,2.7,14,t,18,48,72,159,0,0,0,,,,,,,,,,f,2,2,0,0,
41886110,401825923,7/8/2018,"Chicago, IL",within an hour,100%,99%,t,East Downtown,5,5,"['email', 'phone']",t,t,Near North Side,41.90749,-87.64227,Entire condo,Entire home/apt,6,2 baths,3,$129.00 ,32,365,3,32,1125,1125,27.6,1125,t,0,0,15,187,57,17,1,5/28/2022,11/27/2023,4.91,4.93,4.93,4.96,4.96,4.88,4.79,f,3,3,0,0,3
7421326,748738,2/2/2011,"Chicago, IL",within an hour,100%,100%,f,Logan Square,1,2,"['email', 'phone']",t,t,Logan Square,41.91967,-87.69185,Entire rental unit,Entire home/apt,6,2 baths,4,$231.00 ,2,1125,2,2,1125,1125,2,1125,t,29,55,85,175,105,16,0,10/10/2016,10/14/2023,4.87,4.9,4.89,4.98,4.94,4.76,4.75,t,1,1,0,0,1.2
6.8117E+17,8021959,10/30/2012,United States,within an hour,100%,100%,f,Bronzeville,4,7,"['email', 'phone']",t,t,Grand Boulevard,41.81754,-87.61305,Private room in townhouse,Private room,1,1.5 baths,1,$107.00 ,5,120,5,5,1125,1125,5,1125,t,30,60,90,365,4,0,0,10/14/2015,9/19/2022,4.75,5,5,5,5,4.75,4.75,f,4,1,3,0,0.04
9.18145E+17,900708066,3/19/2022,,within an hour,90%,100%,f,Rush & Division,1,2,"['email', 'phone']",t,t,Near North Side,41.8984229,-87.62528864,Entire rental unit,Entire home/apt,2,1 bath,1,$100.00 ,2,1125,2,28,1125,1125,8.8,1125,t,30,60,89,322,36,36,0,3/12/2023,9/24/2023,4.83,4.83,4.69,4.89,4.94,4.94,4.75,t,1,1,0,0,3.83
1.04375E+18,1382147,6/11/2011,"Chicago, IL",within a few hours,100%,87%,f,Englewood,22,45,"['email', 'phone']",t,t,West Englewood,41.77243,-87.67379,Shared room in home,Shared room,4,2 shared baths,,$25.00 ,32,1125,32,32,1125,1125,32,1125,t,29,59,89,364,33,2,0,4/29/2018,6/30/2023,4.67,4.88,4.48,4.91,4.85,4.27,4.91,f,22,0,2,20,0.48
44557909,25456643,3/2/2014,,within an hour,100%,100%,f,Hyde Park,3,8,"['email', 'phone']",t,f,Hyde Park,41.7958,-87.60128,Private room in condo,Private room,1,1 shared bath,1,$65.00 ,6,198,6,6,1125,1125,6,1125,t,30,60,89,89,6,0,0,7/28/2017,10/24/2021,3.67,3,3.33,4.17,4.5,4.5,3.33,f,2,0,2,0,0.08
4592031,320124158,11/25/2017,"Chicago, IL",within an hour,100%,100%,t,Edgewater,2,2,"['email', 'phone']",t,t,West Ridge,41.9971,-87.67535,Entire townhouse,Entire home/apt,10,2.5 baths,5,$222.00 ,2,1125,2,2,1125,1125,2,1125,t,28,58,88,175,145,31,1,12/30/2019,12/10/2023,4.83,4.84,4.72,4.97,4.97,4.84,4.74,t,2,2,0,0,3
8.36113E+17,917283911,5/11/2022,,within an hour,100%,98%,t,Logan Square,1,1,"['email', 'phone']",t,f,Logan Square,41.9152,-87.72079,Entire vacation home,Entire home/apt,10,2 baths,5,$216.00 ,2,365,2,2,365,365,2,365,t,12,36,66,156,58,35,0,6/26/2022,10/23/2023,4.91,4.86,4.76,4.97,4.95,4.88,4.79,f,1,1,0,0,3.22
7.71636E+17,1382147,6/11/2011,"Chicago, IL",within a few hours,100%,87%,f,Englewood,22,45,"['email', 'phone']",t,t,Auburn Gresham,41.75262681,-87.65488762,Shared room in home,Shared room,2,3 shared baths,6,$29.00 ,32,365,32,32,365,365,32,365,t,30,60,90,365,1,1,0,6/23/2023,6/23/2023,5,5,5,5,5,5,5,f,22,0,2,20,0.17
48507591,497520971,3/14/2019,,within an hour,99%,99%,t,West Loop/Greektown,71,88,['phone'],t,t,Near West Side,41.87794,-87.65286,Entire rental unit,Entire home/apt,4,2 baths,2,$209.00 ,2,362,2,3,1125,1125,2.2,1125,t,30,60,90,365,2,2,0,10/23/2023,11/13/2023,4,4,5,4,5,5,4,t,51,51,0,0,1.05
54391093,62624718,4/15/2015,"Chicago, IL",within an hour,100%,99%,t,Old Town,1,1,"['email', 'phone', 'work_email']",t,t,Lincoln Park,41.91403,-87.6458,Entire guesthouse,Entire home/apt,4,1 bath,3,$110.00 ,2,26,2,6,1125,1125,2.2,1125,t,22,39,69,344,151,54,6,1/15/2020,12/17/2023,4.95,4.95,4.99,4.99,4.99,4.98,4.81,f,1,1,0,0,3.16
9.58485E+17,97529591,11/11/2015,"Chicago, IL",within an hour,100%,87%,f,Austin,5,5,"['email', 'phone', 'work_email']",t,f,Austin,41.89904445,-87.75434644,Entire home,Entire home/apt,5,1 bath,2,$85.00 ,2,1125,2,2,1125,1125,2,1125,t,24,54,75,292,3,3,1,6/25/2023,12/3/2023,4.33,4.33,4.67,4.67,5,4.33,5,f,3,1,2,0,0.51
8.48154E+17,65815867,5/8/2015,"Chicago, IL",within an hour,100%,98%,f,Lake View East,8,16,"['email', 'phone', 'work_email']",t,t,Lake View,41.94179102,-87.6555543,Private room in bed and breakfast,Private room,2,1 shared bath,1,$39.00 ,1,30,1,1,30,30,1,30,t,4,4,4,4,3,3,2,11/11/2023,12/8/2023,4,4,5,4.33,4.67,4.33,4.67,t,8,0,8,0,2.37
46505441,1011314467,3/16/2023,,within an hour,100%,97%,t,West Town,3,4,"['email', 'phone']",t,t,West Town,41.89837197,-87.6708095,Entire rental unit,Entire home/apt,2,1 bath,1,$66.00 ,1,365,2,4,365,365,3.8,365,t,25,55,85,360,14,14,2,5/4/2023,11/30/2023,5,5,4.93,4.86,5,4.93,4.79,f,3,3,0,0,1.83
9.25799E+17,918730,3/23/2011,"Chicago, IL",,,100%,f,Irving Park,3,3,"['email', 'phone']",t,t,Irving Park,41.94827,-87.71429,Entire rental unit,Entire home/apt,6,1 bath,4,$175.00 ,4,1125,4,4,1125,1125,4,1125,t,22,52,82,342,75,22,1,1/1/2019,11/26/2023,4.81,4.81,4.77,4.89,4.83,4.75,4.79,f,2,2,0,0,1.24
36211517,107876991,1/9/2016,"Chicago, IL",within an hour,100%,99%,t,Brighton Park,2,2,"['email', 'phone']",t,t,Brighton Park,41.8200998,-87.7033093,Entire home,Entire home/apt,5,1 bath,3,$110.00 ,3,1125,3,3,1125,1125,3,1125,t,30,60,90,134,6,6,0,8/8/2023,10/18/2023,5,5,5,5,5,5,5,t,2,2,0,0,1.35
9.02145E+17,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near West Side,41.8850096,-87.6440271,Entire rental unit,Entire home/apt,2,1 bath,1,$158.00 ,32,1125,32,365,1125,1125,352.7,1125,t,0,0,0,239,0,0,0,,,,,,,,,,f,643,643,0,0,
53060470,2237739,9/6/2011,"Chicago, IL",within an hour,96%,100%,f,Streeterville,13,47,"['email', 'phone']",t,t,Near South Side,41.864545,-87.62470978,Entire rental unit,Entire home/apt,6,2 baths,3,$165.00 ,6,365,2,6,1125,1125,5.7,1125,t,4,27,57,147,33,33,1,3/19/2023,11/19/2023,4.94,4.97,4.91,4.91,4.85,4.94,4.91,t,13,13,0,0,3.6
52936284,146229782,5/20/2016,"Chicago, IL",within an hour,100%,98%,f,Garfield Park,5,5,"['email', 'phone']",t,f,West Garfield Park,41.87148,-87.72806,Private room in townhouse,Private room,2,2 shared baths,1,$40.00 ,2,30,2,2,28,1125,2,1087.2,t,30,60,90,364,15,6,0,7/30/2022,10/20/2023,4.67,4.73,4.8,4.47,4.47,3.67,4.4,f,5,0,5,0,0.89
6.20916E+17,106584782,1/4/2016,"Chicago, IL",within an hour,100%,100%,f,Avondale,1,3,"['email', 'phone']",t,t,Avondale,41.93416,-87.71059,Private room in rental unit,Private room,2,1 private bath,1,$60.00 ,32,365,32,32,365,365,32,365,t,0,0,23,228,3,3,1,12/31/2022,11/18/2023,5,5,5,5,5,4.67,5,t,1,0,1,0,0.25
9.16237E+17,175261823,8/3/2016,"Chicago, IL",within an hour,100%,100%,f,Uptown,2,2,"['email', 'phone']",t,t,Uptown,41.97593,-87.66376,Entire rental unit,Entire home/apt,4,1 bath,2,$144.00 ,2,90,2,28,1125,1125,11,1125,t,26,56,86,176,0,0,0,,,,,,,,,,f,1,1,0,0,
39392682,301200767,9/14/2017,"Chicago, IL",within an hour,100%,100%,f,,1,1,"['email', 'phone']",t,f,South Lawndale,41.83837,-87.71035,Entire home,Entire home/apt,4,1 bath,2,$129.00 ,2,1125,2,2,1125,1125,2,1125,t,30,60,90,105,47,0,0,8/4/2018,10/10/2022,4.6,4.62,4.77,4.87,4.89,4.19,4.57,f,1,1,0,0,0.72
7.8543E+17,243429122,3/20/2017,"Chicago, IL",within an hour,100%,99%,t,Douglas,1,1,"['email', 'phone']",t,t,Douglas,41.836884,-87.619469,Entire rental unit,Entire home/apt,4,1 bath,2,$108.00 ,1,365,2,2,1125,1125,2,1125,t,0,0,0,0,44,40,2,11/6/2022,11/29/2023,4.93,4.93,4.91,4.98,4.98,4.84,4.91,f,1,1,0,0,3.24
7.2258E+17,126980947,3/18/2016,"Chicago, IL",within an hour,100%,96%,t,Portage Park,1,1,"['email', 'phone', 'work_email']",t,t,Portage Park,41.9532547,-87.77973175,Entire bungalow,Entire home/apt,7,1 bath,3,$122.00 ,3,30,3,3,30,30,3,30,t,19,49,79,94,149,20,1,8/21/2016,11/21/2023,4.85,4.91,4.87,4.98,4.99,4.9,4.88,f,1,1,0,0,1.67
7.29686E+17,1021091062,4/17/2023,,,,100%,f,Austin,1,1,"['email', 'phone']",t,t,Austin,41.89336698,-87.77290134,Entire rental unit,Entire home/apt,4,2 baths,2,$101.00 ,32,365,32,32,1125,1125,32,1125,t,30,60,90,270,1,1,0,7/31/2023,7/31/2023,5,5,5,5,5,5,5,f,1,1,0,0,0.21
1.01949E+18,254166502,4/22/2017,"Chicago, IL",within an hour,100%,100%,t,Bucktown,2,2,"['email', 'phone']",t,t,Logan Square,41.91625,-87.68093,Entire rental unit,Entire home/apt,6,1 bath,3,$80.00 ,1,1125,2,2,1125,1125,2,1125,t,0,0,0,0,0,0,0,,,,,,,,,,f,2,2,0,0,
8.60215E+17,616592363,11/9/2019,"Chicago, IL",within an hour,100%,100%,t,McKinley Park,1,3,['phone'],t,f,Mckinley Park,41.82837,-87.67278,Entire guest suite,Entire home/apt,4,1 bath,2,$80.00 ,2,1125,2,2,1125,1125,2,1125,t,23,53,83,83,68,38,0,6/19/2022,11/16/2023,4.9,4.9,4.85,4.93,4.97,4.84,4.72,t,1,1,0,0,3.72
34568002,68272870,5/24/2015,"Chicago, IL",within an hour,100%,100%,f,Edgewater,1,5,"['email', 'phone']",t,t,Edgewater,41.99419,-87.65817,Entire rental unit,Entire home/apt,2,1 bath,1,$50.00 ,70,365,70,70,365,365,70,365,t,25,28,28,117,0,0,0,,,,,,,,,,t,1,1,0,0,
9.13494E+17,193461374,9/25/2016,"Chicago, IL",within an hour,100%,100%,f,Uptown,31,31,"['email', 'phone']",t,t,Rogers Park,42.01342,-87.66633,Entire rental unit,Entire home/apt,4,1 bath,2,$71.00 ,2,100,2,3,1125,1125,2.3,1125,t,17,47,77,92,41,38,2,11/15/2022,11/24/2023,4.63,4.68,4.59,4.66,4.93,4.24,4.59,f,28,28,0,0,3.08
6.7461E+17,201564703,10/22/2016,,within an hour,91%,86%,t,Pilsen,34,44,"['email', 'phone']",t,t,Near West Side,41.87775,-87.68219,Entire rental unit,Entire home/apt,3,1 bath,1,$72.00 ,32,370,32,32,370,370,32,370,t,0,0,0,260,13,3,0,12/29/2018,10/26/2023,5,4.92,5,5,5,4.62,4.69,f,34,34,0,0,0.21
51151407,883548182,1/23/2022,,within an hour,100%,100%,f,West Ridge,1,1,"['email', 'phone']",t,t,West Ridge,42.01388,-87.70806,Entire home,Entire home/apt,10,1 bath,7,$187.00 ,1,365,2,60,365,365,2.3,365,t,28,56,84,260,1,1,1,11/25/2023,11/25/2023,5,5,5,5,5,5,5,f,1,1,0,0,1
9.38679E+17,175741107,8/4/2016,"Chicago, IL",,,,f,Douglas,1,5,"['email', 'phone']",t,t,Douglas,41.8420398,-87.61568871,Entire rental unit,Entire home/apt,2,1 bath,1,$70.00 ,32,70,32,32,1125,1125,32,1125,t,30,60,84,84,0,0,0,,,,,,,,,,t,1,1,0,0,
8.8246E+17,165325275,7/9/2016,,,,,f,Lake View East,1,1,"['email', 'phone']",t,t,Lake View,41.9362729,-87.6399555,Entire rental unit,Entire home/apt,2,1 bath,1,$95.00 ,32,227,32,32,227,227,32,227,t,29,59,89,269,0,0,0,,,,,,,,,,f,1,1,0,0,
7.7694E+17,87580122,9/9/2015,"Chicago, IL",within an hour,100%,97%,t,Logan Square,2,2,"['email', 'phone']",t,t,Logan Square,41.9266,-87.69645,Entire rental unit,Entire home/apt,6,1 bath,3,$170.00 ,2,30,2,2,30,30,2,30,t,25,55,85,354,49,39,0,10/5/2022,10/29/2023,5,4.98,4.98,5,5,4.98,4.9,f,1,1,0,0,3.34
9.90821E+17,16585646,8/21/2013,"Chicago, IL",,,71%,t,Old Irving Park,2,2,"['email', 'phone']",t,t,Irving Park,41.95998186,-87.73006782,Private room in rental unit,Private room,1,1 shared bath,1,$37.00 ,32,32,32,32,32,32,32,32,t,30,60,90,167,3,3,0,7/8/2023,10/2/2023,5,5,5,5,5,5,5,f,2,0,2,0,0.55
8.46547E+17,10936782,3/14/2013,"Chicago, IL",within an hour,100%,100%,f,Rogers Park,7,7,"['email', 'phone', 'work_email']",t,t,Rogers Park,42.01034,-87.66452,Private room in home,Private room,3,2.5 baths,1,$60.00 ,1,32,2,2,1125,1125,2,1125,t,7,7,7,7,67,4,0,1/21/2018,10/10/2023,4.75,4.82,4.67,4.94,4.76,4.9,4.81,t,7,1,6,0,0.93
48862362,5563547,6/29/2012,"Chicago, IL",within an hour,100%,100%,f,West Town,1,1,"['email', 'phone']",t,t,West Town,41.8934236,-87.66707676,Entire home,Entire home/apt,4,1 bath,3,$195.00 ,2,28,2,2,28,28,2,28,t,30,50,63,63,8,8,0,9/11/2023,11/12/2023,4.88,5,5,5,5,5,4.88,t,1,1,0,0,2.42
6.56612E+17,855530122,10/17/2021,"Chicago, IL",within a few hours,100%,95%,t,Lake View East,2,2,"['email', 'phone']",t,t,Lake View,41.94685,-87.65922,Entire vacation home,Entire home/apt,6,2 baths,4,$250.00 ,32,365,5,32,365,365,31.1,365,t,30,60,90,365,21,8,0,1/1/2022,8/14/2023,4.81,4.71,4.76,4.86,4.67,4.9,4.71,f,2,2,0,0,0.88
8.44181E+17,352794198,3/3/2018,"Chicago, IL",within an hour,100%,97%,t,,1,1,"['email', 'phone', 'work_email']",t,f,West Town,41.89629,-87.67131,Entire loft,Entire home/apt,4,1 bath,2,$170.00 ,2,30,2,2,30,30,2,30,t,28,58,88,178,115,23,1,3/25/2018,11/25/2023,4.95,4.96,4.84,4.98,4.97,4.95,4.87,f,1,1,0,0,1.65
9.23184E+17,439955755,10/10/2018,,within an hour,100%,99%,t,Bridgeport,5,5,"['email', 'phone']",t,t,Armour Square,41.85589,-87.63324,Entire condo,Entire home/apt,7,1 bath,4,$163.00 ,2,1125,2,2,1125,1125,2,1125,t,30,60,90,360,155,23,1,11/25/2018,12/1/2023,4.82,4.92,4.9,4.9,4.97,4.86,4.77,f,5,5,0,0,2.51
6.19756E+17,263261906,5/23/2017,"San Diego, CA",within a few hours,100%,95%,f,Lake View,4,4,"['email', 'phone']",t,t,Lake View,41.93366,-87.66978,Entire rental unit,Entire home/apt,2,1 bath,2,$85.00 ,32,365,32,32,365,365,32,365,t,6,20,20,187,7,4,0,1/6/2022,10/13/2023,4.86,4.86,4.57,4.86,4.86,4.71,4.71,f,4,4,0,0,0.29
49435438,1081069407,10/5/2023,,within an hour,100%,95%,f,Streeterville,10,10,"['email', 'phone']",t,t,Near North Side,41.8960152,-87.6226872,Room in hotel,Private room,2,1 private bath,,$103.00 ,1,365,1,1,27,731,1,490.7,t,30,60,90,115,0,0,0,,,,,,,,,,t,10,0,10,0,
5.82033E+17,34987506,7/1/2014,"Chicago, IL",,,0%,f,Auburn Gresham,4,4,"['email', 'phone']",t,t,Auburn Gresham,41.75241,-87.65611,Private room in home,Private room,2,1 shared bath,1,$59.00 ,32,92,32,32,1125,1125,32,1125,t,29,59,89,89,3,0,0,9/15/2019,10/20/2019,5,5,5,5,5,4.33,5,f,4,2,2,0,0.06
41335763,792542042,4/9/2021,,within a few hours,93%,99%,f,River North,73,100,"['email', 'phone', 'work_email']",t,f,Near West Side,41.88546789,-87.65545191,Entire rental unit,Entire home/apt,2,1 bath,1,$121.00 ,32,365,32,32,365,365,32,365,t,30,60,90,226,1,1,1,11/21/2023,11/21/2023,5,5,5,5,5,5,5,t,40,40,0,0,1
6.76133E+17,110399119,1/18/2016,"Chicago, IL",within an hour,100%,0%,f,Streeterville,11,31,"['email', 'phone']",t,f,Near North Side,41.89862,-87.62138,Entire rental unit,Entire home/apt,4,2 baths,2,$220.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,365,0,0,0,,,,,,,,,,f,11,11,0,0,
9.37839E+17,154829447,6/13/2016,"Chicago, IL",a few days or more,7%,71%,f,Greater Grand Crossing,25,31,"['email', 'phone']",t,t,Greater Grand Crossing,41.76669,-87.62084,Entire condo,Entire home/apt,16,1 bath,2,$245.00 ,32,365,32,32,365,365,32,365,t,30,60,90,365,56,8,0,12/7/2020,7/16/2023,4.64,4.61,4.63,4.82,4.79,4.54,4.55,f,21,19,2,0,1.52
9.48507E+17,471358054,1/10/2019,"Chicago, IL",within an hour,100%,94%,t,Rush & Division,31,32,['phone'],t,t,Clearing,41.78194,-87.74026,Entire rental unit,Entire home/apt,5,1 bath,2,$59.00 ,29,365,29,29,365,365,29,365,t,0,29,59,238,18,9,0,7/27/2022,11/11/2023,4.83,4.94,4.89,4.94,4.94,5,5,f,30,30,0,0,1.06
10069247,734822179,9/13/2020,"Chicago, IL",within a few hours,75%,0%,f,Lower West Side,29,30,"['email', 'phone']",t,t,Lower West Side,41.8583,-87.66169,Private room in rental unit,Private room,2,1 private bath,1,$60.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,365,0,0,0,,,,,,,,,,f,29,1,28,0,
9.06126E+17,129394602,3/28/2016,"Chicago, IL",,,100%,t,Belmont Cragin,1,1,"['email', 'phone']",t,t,Belmont Cragin,41.93805,-87.78928,Entire condo,Entire home/apt,3,1 bath,1,$139.00 ,2,365,2,2,365,365,2,365,t,0,0,0,127,8,6,0,9/7/2022,9/17/2023,5,5,5,4.88,5,4.63,5,f,1,1,0,0,0.51
9.94986E+17,497520971,3/14/2019,,within an hour,99%,99%,t,West Loop/Greektown,71,88,['phone'],t,t,Near North Side,41.89554796,-87.62573036,Entire rental unit,Entire home/apt,6,2 baths,2,$227.00 ,3,356,2,3,1125,1125,2.2,1125,t,0,0,0,0,9,9,1,6/5/2023,12/11/2023,4.9,4.9,4.8,4.7,4.9,4.9,4.7,t,51,51,0,0,1.37
8.02868E+17,7656819,10/10/2012,"Chicago, IL",within an hour,100%,100%,f,Logan Square,1,2,"['email', 'phone', 'work_email']",t,t,Logan Square,41.916377,-87.6950707,Private room in rental unit,Private room,2,1 bath,1,$37.00 ,1,60,2,2,1125,1125,2,1125,t,17,46,75,165,4,4,0,9/17/2023,10/21/2023,5,5,5,5,5,5,4.75,f,1,0,1,0,1.29
9.63136E+17,376732111,5/7/2018,"Chicago, IL",within a day,90%,93%,t,River North,23,24,"['phone', 'work_email']",t,t,Near North Side,41.90246,-87.63544,Entire rental unit,Entire home/apt,4,1 bath,1,$111.00 ,32,365,32,32,365,365,32,365,t,0,0,0,165,0,0,0,,,,,,,,,,t,23,23,0,0,
9.67859E+17,12682775,5/11/2013,"Chicago, IL",within an hour,100%,99%,t,West Loop/Greektown,5,16,"['email', 'phone']",t,t,Near North Side,41.9081,-87.63544,Entire rental unit,Entire home/apt,13,3 baths,11,$507.00 ,2,28,2,3,1125,1125,2.2,1125,t,23,53,83,342,53,21,1,5/23/2021,12/3/2023,4.96,4.98,4.98,4.96,4.94,5,4.81,f,5,5,0,0,1.69
54013428,540843275,6/22/2019,"Chicago, IL",within an hour,100%,93%,f,Lincoln Square,3,18,"['email', 'phone']",t,t,Lincoln Square,41.9775526,-87.6934405,Entire rental unit,Entire home/apt,5,1 bath,3,$160.00 ,2,365,2,2,365,365,2,365,t,30,60,90,365,1,1,0,10/9/2023,10/9/2023,4,4,3,4,3,4,3,f,3,3,0,0,0.42
52159773,10456526,2/25/2013,"Chicago, IL",within an hour,100%,99%,t,River West,30,30,"['email', 'phone']",t,t,West Town,41.90294,-87.67646,Entire rental unit,Entire home/apt,6,1 bath,3,$128.00 ,2,1125,2,5,1125,1125,3.6,1125,t,27,57,87,362,106,37,2,2/7/2021,11/26/2023,4.98,4.95,4.86,4.99,4.99,5,4.76,f,24,24,0,0,3.04
9.60287E+17,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Lake View,41.941626,-87.6525329,Entire rental unit,Entire home/apt,4,1 bath,2,$107.00 ,32,1125,32,366,1125,1125,353.4,1125,t,30,60,90,365,0,0,0,,,,,,,,,,f,643,643,0,0,
7.75557E+17,1382147,6/11/2011,"Chicago, IL",within a few hours,100%,87%,f,Englewood,22,45,"['email', 'phone']",t,t,South Shore,41.76064,-87.58035,Shared room in rental unit,Shared room,4,1 shared bath,1,$39.00 ,32,365,32,32,365,365,32,365,t,29,59,89,364,1,1,0,7/11/2023,7/11/2023,4,3,,4,2,4,3,f,22,0,2,20,0.19
31055263,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.89286,-87.61652,Entire rental unit,Entire home/apt,4,2 baths,2,$167.00 ,32,1125,32,366,1125,1125,354.2,1125,t,0,2,32,307,0,0,0,,,,,,,,,,f,643,643,0,0,
41973396,894467382,2/28/2022,"McAllen, TX",within an hour,100%,96%,t,Parque Santa Lucia,5,5,"['email', 'phone']",t,t,West Ridge,42.00335233,-87.69370806,Entire home,Entire home/apt,6,2 baths,3,$200.00 ,32,365,32,32,365,365,32,365,t,5,5,5,97,0,0,0,,,,,,,,,,f,1,1,0,0,
17191860,39738119,8/11/2014,"Chicago, IL",within an hour,100%,100%,t,Lake View East,2,2,"['email', 'phone', 'work_email']",t,t,Lake View,41.93558,-87.65865,Entire rental unit,Entire home/apt,4,1 bath,2,$75.00 ,1,365,2,5,3,365,3.1,48,t,25,55,85,357,69,41,2,3/15/2022,11/25/2023,4.86,4.87,4.87,4.8,4.93,5,4.64,t,2,2,0,0,3.21
9.54407E+17,643234218,12/27/2019,"Chicago, IL",within an hour,100%,99%,t,North Center,1,1,"['email', 'phone']",t,t,North Center,41.94368,-87.67506,Entire home,Entire home/apt,4,1 bath,4,$88.00 ,2,1125,2,3,1125,1125,2,1125,t,0,0,0,0,190,56,4,5/20/2020,12/3/2023,4.94,4.97,4.98,4.98,4.95,4.99,4.92,f,1,1,0,0,4.36
52628517,41606223,9/1/2014,,within a day,100%,100%,f,Lower West Side,1,2,"['email', 'phone']",t,t,Lower West Side,41.85759,-87.67204,Private room in home,Private room,2,1 shared bath,1,$45.00 ,1,365,2,2,365,365,2,365,t,14,44,74,254,3,3,1,10/8/2023,11/26/2023,5,4.67,5,4.67,5,4,4.67,f,1,0,1,0,1.25
14595303,879416067,1/9/2022,,,,100%,f,Avondale,1,1,"['email', 'phone']",t,t,Avondale,41.93279,-87.71832,Entire condo,Entire home/apt,8,2.5 baths,4,$250.00 ,32,1125,32,32,1125,1125,32,1125,t,30,49,55,321,25,3,0,1/20/2022,4/17/2023,4.72,4.68,4.88,4.92,4.88,4.84,4.56,t,1,1,0,0,1.07
53295088,21227322,12/14/2013,"Chicago, IL",within an hour,100%,99%,t,West Town/Noble Square,5,6,"['email', 'phone']",t,t,West Town,41.89302,-87.66017,Private room in condo,Private room,2,1.5 baths,1,$92.00 ,1,7,2,3,1125,1125,2.1,1125,t,0,0,0,0,67,10,0,10/23/2019,10/25/2023,4.79,4.72,4.75,4.81,4.84,4.81,4.7,f,5,2,3,0,1.32
26198663,497520971,3/14/2019,,within an hour,99%,99%,t,West Loop/Greektown,71,88,['phone'],t,t,Near North Side,41.8965,-87.63007,Entire rental unit,Entire home/apt,6,2 baths,3,$267.00 ,2,365,2,4,1125,1125,2.2,1125,t,0,0,0,0,58,37,1,5/15/2022,11/26/2023,4.92,4.82,4.97,4.9,4.92,4.98,4.7,t,51,51,0,0,2.98
9.53706E+17,981046946,12/6/2022,"Chicago, IL",within an hour,100%,91%,f,Pulaski Park,5,5,"['email', 'phone']",t,t,West Town,41.90690578,-87.66795048,Private room in rental unit,Private room,3,1 shared bath,2,$88.00 ,1,365,2,2,365,365,2,365,t,18,48,78,320,3,3,0,6/30/2023,9/14/2023,4.67,4.67,5,5,4.67,4.67,4.33,t,5,1,4,0,0.52
7.75542E+17,63338503,4/21/2015,"Chicago, IL",within a few hours,100%,76%,t,Portage Park,8,19,"['email', 'phone']",t,t,Portage Park,41.95965,-87.74889,Entire rental unit,Entire home/apt,3,1 bath,2,$99.00 ,32,1125,32,32,1125,1125,32,1125,t,29,59,89,364,16,2,0,5/25/2015,5/21/2023,4.31,4.33,4.38,4.93,4.67,4.5,4.14,f,6,6,0,0,0.15
